timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
12902976784,-6,-40,-22,-8,-4,-4,-3,-2
12902977546,1,4,-10,8,4,0,1,2
12902977546,2,-2,11,-4,-4,-2,-3,-1
12903000114,-2,0,7,1,-1,-1,-2,0
12903000114,-3,-12,16,6,-1,-1,-2,-1
12903000866,-1,5,-2,-3,-1,0,-1,0
12903000866,0,-1,-13,-3,0,0,0,0
12903022506,-2,-4,6,6,-2,-1,-1,0
12903022506,3,12,16,-2,-1,-1,-1,0
12903023268,0,0,-9,-2,-3,-1,-3,-2
12903023268,2,0,4,4,-2,-1,-2,-1
12903036719,-2,-4,1,-3,-5,-4,-1,-1
12903036719,3,13,-11,-8,0,-1,1,-1
12903037647,-1,-3,-14,8,2,1,0,-1
12903037647,-1,-4,30,-5,-3,-3,-1,-1
12903063642,-2,-4,-7,-3,-3,-3,-3,-3
12903063642,2,14,8,7,-1,-3,-2,0
12903063665,-3,-7,-22,-7,-3,-3,-1,0
12903063665,0,-5,-6,2,1,-1,1,1
12903082417,1,1,-11,-6,-2,2,-1,-1
12903082417,1,15,0,0,1,0,0,0
12903083189,0,-8,2,-2,-2,-2,-2,-3
12903083189,-5,-9,-5,0,-5,-1,-3,-2
12903096904,-6,-9,1,2,-2,-1,-1,-3
12903096904,-2,-2,-5,-2,2,1,3,1
